Model,Region,Scenario,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
AIM-Technology,R5OECD90+EU,Opt1.5C,Capacity Additions|Electricity|Solar|PV,GW/yr,14.85114,48.4125946461721,50.7034656991658,216.147220242441,73.9039691543553,138.63092192365,98.6581548756122,272.891498371803,130.39786027584,172.964488224445,153.278285637073,372.86899004288,222.466872625983,248.275899660684,216.67285810445,405.796518310529,272.340745302563
AIM-Technology,R5OECD90+EU,Opt1.5C,Capacity Additions|Electricity|Storage Capacity,GWh/yr,0,0,2.67555454658163,9.98852021967475,3.1191107708591,10.0184860535793,7.38981084856707,13.6898136864135,3.58682056557661,9.8412452628737,9.78150251954245,14.0530520372037,20.3474629048833,13.0696213377652,19.0229971725142,14.8268802945276,18.7969902769396
AIM-Technology,R5OECD90+EU,Opt1.5C,Capacity Additions|Electricity|Wind,GW/yr,24.45127,114.468543720541,213.190421300596,299.706462732821,153.328164172348,221.350139618701,266.958625329439,406.358381587589,288.747707732656,323.72675883647,337.709662685957,552.307051005535,370.057909064607,415.200215923989,394.268710351691,593.491548284547,407.862031955268
AIM-Technology,R5OECD90+EU,Opt1.5C,Capacity Additions|Hydrogen|Electricity,GW,0,0,90.3109290042594,25.1463341886014,2.11982467732049,154.368838284524,66.7894762765494,45.817484871459,105.186634296335,144.005329674514,66.6790074478706,152.729382986381,182.117270030437,108.815490706374,165.828914561551,190.151380520186,129.637741362396
AIM-Technology,R5OECD90+EU,ZF2050,Capacity Additions|Electricity|Solar|PV,GW/yr,14.85114,48.4125946461721,50.7034544356332,308.615357243646,146.411407087986,114.876842981694,143.354471059735,326.07194481233,220.052833334001,132.562530028947,120.247022503872,390.791667080744,232.022793747937,202.62535475889,145.958317327562,384.900583244941,253.677264196641
AIM-Technology,R5OECD90+EU,ZF2050,Capacity Additions|Electricity|Storage Capacity,GWh/yr,0,0,2.6755627518028,12.8103223209778,2.2367819436098,10.5047997449578,2.10990549107822,12.8341572284428,3.49672250337616,12.8151839895624,4.55678423473513,14.9444828446797,5.8722660622714,16.0250818517966,6.97871675381588,15.3817688671871,5.77335500444136
AIM-Technology,R5OECD90+EU,ZF2050,Capacity Additions|Electricity|Wind,GW/yr,24.45127,114.468543720541,213.19037899297,403.537782691296,294.96818298836,360.00188879036,416.286741381269,471.812791869909,357.894320060347,428.517465507719,422.212863397271,493.666795966073,565.168040197294,486.989048432238,484.7249514046,541.527777605952,665.772021754289
AIM-Technology,R5OECD90+EU,ZF2050,Capacity Additions|Hydrogen|Electricity,GW,0,0,90.3109578127617,158.442668991207,91.7441274509322,199.890531994473,270.580270392083,108.690906238267,169.268020167597,253.969037734118,79.8934212881782,153.51793815079,315.386010653218,108.670408168053,165.665879371661,338.941604164826,140.961355539898
AIM-Technology,R5OECD90+EU,ZF2060,Capacity Additions|Electricity|Solar|PV,GW/yr,14.85114,48.4125946461721,50.7034544356332,284.384613560832,114.625405808759,149.99668008962,140.367362190253,319.020537076505,153.771913072109,225.881279152634,104.54200599253,330.635504448519,232.047534669133,273.148920137467,96.2557065547726,340.37861138177,279.717780579172
AIM-Technology,R5OECD90+EU,ZF2060,Capacity Additions|Electricity|Storage Capacity,GWh/yr,0,0,2.6755627518028,11.3397515034052,2.70099733498571,12.158074534731,2.65938857211523,12.3076047874337,4.67417736400278,11.1520800904059,5.60713229338513,13.3435915635059,6.94472029284825,13.3285041461061,8.81529340536763,12.2865132482758,9.3665925292488
AIM-Technology,R5OECD90+EU,ZF2060,Capacity Additions|Electricity|Wind,GW/yr,24.45127,114.468543720541,213.19037899297,364.193123657063,240.749827736327,288.975455125564,401.834714588158,558.651901032609,380.943166841225,324.356350253268,451.157363468907,639.742719397827,538.006249978903,396.730714290168,551.249429142131,629.589848482287,588.053993518597
AIM-Technology,R5OECD90+EU,ZF2060,Capacity Additions|Hydrogen|Electricity,GW,0,0,90.3109578127617,101.059938146957,52.0184019512406,179.200117547711,269.985743443499,159.025522698546,145.728657145316,228.996203402242,136.512114957238,160.691789838733,264.789067080969,170.502329066581,190.024457742961,262.812593222792,185.923071099311
AIM-Technology,R5OECD90+EU,ZF2070,Capacity Additions|Electricity|Solar|PV,GW/yr,14.85114,48.4126665178578,50.7259730437691,276.472214703222,102.49200111516,157.214992123804,133.701422104194,348.613768574899,122.001976857608,275.406319595639,93.0688093144221,311.860541096847,209.023463746342,278.386672984204,142.487159084097,311.733672364264,254.054493010144
AIM-Technology,R5OECD90+EU,ZF2070,Capacity Additions|Electricity|Storage Capacity,GWh/yr,0,0,2.69455109733147,11.1227164051376,3.70010435948614,12.7894325670337,2.67782757312381,11.3089772059821,5.12815194268806,11.0303228644745,6.28706342780766,13.4248627552706,9.01570985232981,12.6735790145723,9.67302663863386,12.9892857417252,8.89607130343157
AIM-Technology,R5OECD90+EU,ZF2070,Capacity Additions|Electricity|Wind,GW/yr,24.45127,113.388550119551,214.167633172295,348.855400566245,222.724295311882,265.772091615419,339.768619825603,538.247209690801,364.918513616279,354.083907273792,471.953819345033,589.17078989169,532.194498125836,437.144636270019,575.209285151969,628.621222612957,568.397856841573
AIM-Technology,R5OECD90+EU,ZF2070,Capacity Additions|Hydrogen|Electricity,GW,0,0,89.6196687119523,78.8078715032261,63.6085535481027,128.827665287532,144.470563925326,168.60437341378,127.116579669406,211.186974811622,192.5556490241,111.153724263262,243.20398397672,227.57129464077,159.12293984093,257.55385838099,241.226545075739
AIM-Technology,R5OECD90+EU,ZF2080,Capacity Additions|Electricity|Solar|PV,GW/yr,14.85114,48.4126699740501,50.7042131571535,271.926903631464,87.8168683273722,162.563972809656,114.037488081389,344.171814498343,132.550406992865,255.750325220276,137.562912036149,368.924060541959,143.692354451113,281.367201255739,133.501470586268,429.667482016146,179.307867965577
AIM-Technology,R5OECD90+EU,ZF2080,Capacity Additions|Electricity|Storage Capacity,GWh/yr,0,0,2.6703353297258,10.5653083837672,4.76117401114328,12.4579868104206,2.83944000954733,10.8887131841347,5.02180951238716,11.9994450095073,6.31921818972914,14.9460193236744,8.39478316821916,13.7075011580624,7.1842265371219,14.227143316199,7.2806169972804
AIM-Technology,R5OECD90+EU,ZF2080,Capacity Additions|Electricity|Wind,GW/yr,24.45127,114.486248899343,213.170442523207,336.054412280576,204.062660291361,258.863860689816,336.985514008839,469.502410668226,378.494683805909,357.775455254081,390.167168472744,533.476627916526,580.089377021848,466.917475730726,527.034785282631,515.904461335765,642.366290146908
AIM-Technology,R5OECD90+EU,ZF2080,Capacity Additions|Hydrogen|Electricity,GW,0,0,90.2877350072816,62.8067031847038,75.6775793447908,132.90065223782,142.449155504801,113.037742292769,153.226932050608,200.813107056428,122.375301634548,168.558747240544,227.591236187912,168.740806454288,216.822561831489,228.105277470602,194.415241652933
AIM-Technology,R5OECD90+EU,ZF2090,Capacity Additions|Electricity|Solar|PV,GW/yr,14.85114,48.4125946461721,50.7034544356332,269.169743925348,72.271704055995,161.01603072569,121.589344084729,345.311714309232,124.389270167197,236.009584777113,186.144636086519,389.292714922578,155.340919261711,266.285443048733,154.119030904239,423.393203102051,189.374825485896
AIM-Technology,R5OECD90+EU,ZF2090,Capacity Additions|Electricity|Storage Capacity,GWh/yr,0,0,2.6755627518028,10.6393769087002,5.14153819915216,12.3456461132694,2.95620754509945,10.0496037253122,6.21075009431553,11.0287308064166,10.3038729683161,10.8787942510085,15.7333039558967,11.4235456869345,10.6169751904622,11.3240347176913,10.473307156175
AIM-Technology,R5OECD90+EU,ZF2090,Capacity Additions|Electricity|Wind,GW/yr,24.45127,114.468543720541,213.19037899297,328.569376396335,187.311479875462,260.59976614368,324.108494746888,453.528142886326,374.212342448374,379.845964351957,344.13860863253,522.260289367004,463.37411523054,517.43560180963,507.402598007994,555.906848349584,564.717608217769
AIM-Technology,R5OECD90+EU,ZF2090,Capacity Additions|Hydrogen|Electricity,GW,0,0,90.3109578127617,58.1815088554859,46.7369054658788,138.477919822013,118.700208549633,86.504237143848,162.459031513565,197.014434687547,83.385312705487,184.114702044328,212.858528028441,151.838828881284,234.95866243082,226.380402048576,177.911344145833
AIM-Technology,R5OECD90+EU,ZF2100,Capacity Additions|Electricity|Solar|PV,GW/yr,14.85114,48.4126665025855,50.6935978438917,267.123511343718,72.1258644128192,158.050418421686,111.592442263152,351.24992887872,112.272228280111,249.301380209735,140.497921387574,406.974089310876,143.178753389595,300.509975888567,145.488307309719,435.330718774033,139.991760241941
AIM-Technology,R5OECD90+EU,ZF2100,Capacity Additions|Electricity|Storage Capacity,GWh/yr,0,0,2.73174461399585,9.99404186963451,5.47403251654381,11.4583912826424,4.53735139610211,9.55737650458302,5.77935555332783,11.1014743967094,9.7920745244032,11.0987140155159,9.63894038418804,16.2834580441554,8.59844391324383,12.5282963967864,8.33947952974927
AIM-Technology,R5OECD90+EU,ZF2100,Capacity Additions|Electricity|Wind,GW/yr,24.45127,114.563010424691,213.111479119057,323.535867604321,187.829540948846,246.297853805382,318.716964199537,449.693013012053,344.292789869025,376.644070712555,345.005513076817,542.149033564328,411.061019758593,504.956360726035,476.09483093982,631.022879138268,561.195089472177
AIM-Technology,R5OECD90+EU,ZF2100,Capacity Additions|Hydrogen|Electricity,GW,0,0,89.8137857041133,47.4688024260661,45.5314104412125,129.603575951777,103.300397763538,79.1547131959907,136.309106265816,208.688900603827,71.1507278758231,173.960949423323,220.612514809697,130.221535251451,218.935622417261,246.512271336147,175.964426816041
AIM-Technology,R5REF,Opt1.5C,Capacity Additions|Electricity|Solar|PV,GW/yr,0.69356,1.4097,0,0,0,2.04584812447014,0.825863244670473,2.00416326675098,0.554080133277808,0.0808662966873185,0.610379616748748,1.14224914548082,2.8997722837573,3.97167978662885,3.50801837438142,3.72118965401906,8.12391432805093
AIM-Technology,R5REF,Opt1.5C,Capacity Additions|Electricity|Storage Capacity,GWh/yr,0,0,0,1.49004870261386,0,1.07092460903564,0.511222421763792,1.31690593770812,0.221188718213028,1.17299576138602,0.749536322967725,0.588953788551621,0.663951166948384,0.820340246897249,0.365972415228109,1.32389781863663,0.721148983113187
AIM-Technology,R5REF,Opt1.5C,Capacity Additions|Electricity|Wind,GW/yr,0.2246,5.12253821879136,26.5240519979565,77.3504498997933,24.4268482117828,22.2263664543581,38.3710166167001,90.5344019485844,29.7616661104818,13.260443331677,44.4599356792015,112.102331832957,41.5391414018426,38.6759830196387,67.3730334582205,130.952834033859,68.9930151720611
AIM-Technology,R5REF,Opt1.5C,Capacity Additions|Hydrogen|Electricity,GW,0,0,0,7.89478449594475,0.217653722456109,0.815903198426099,8.80336355612071,4.79926149636422,3.23526341612133,24.7574604528391,14.7880554087268,9.2894175711785,37.5188227935838,20.4821174800039,12.5313947148834,38.6357517239323,23.8223516901127
AIM-Technology,R5REF,ZF2050,Capacity Additions|Electricity|Solar|PV,GW/yr,0.69356,1.4097,0,1.30744200277793,6.11793488848348,8.19988864584166,11.2393074359467,1.13336404197678,7.77688623004253,9.88102465750879,4.92748209874649,0.298185359477817,8.8447184087294,12.8589412067939,7.52873670211331,1.68068455765282,12.4997270809039
AIM-Technology,R5REF,ZF2050,Capacity Additions|Electricity|Storage Capacity,GWh/yr,0,0,0,2.25971854659741,0,0.888825996613635,0.080891227861892,0.0230156881544239,0.102870498508289,0.0257147135804801,0.126013164786452,0.183468436268498,0.115956123622723,0.634409356717051,0.154907585100086,0.679501789104592,0.234615996570795
AIM-Technology,R5REF,ZF2050,Capacity Additions|Electricity|Wind,GW/yr,0.2246,5.12253821879136,26.5259385043134,86.9435559459252,34.4984359508957,46.7349978213768,82.8347247490183,104.92682068597,51.8389310582128,65.5792192475676,45.7747473024964,99.1337095161008,68.7952558492316,96.379693129595,60.6958640179919,117.354051810138,90.6799717257271
AIM-Technology,R5REF,ZF2050,Capacity Additions|Hydrogen|Electricity,GW,0,0,0,14.7329273661135,8.49922000703156,21.7577286794106,45.2371007135023,10.9136796658184,20.963273364819,50.8376039343042,3.2076842671243,18.2515844928467,56.4873514398287,7.67243828517523,22.3446279445308,60.2277487270133,16.4201146637559
AIM-Technology,R5REF,ZF2060,Capacity Additions|Electricity|Solar|PV,GW/yr,0.69356,1.4097,0,0,5.72684229177388,4.59541197016027,6.01824630310773,4.09802009192159,14.7728653043147,5.573988128889,0,1.95306559564982,15.6835942916659,8.27566118267277,3.8869410905763,4.90395616549227,18.821742322832
AIM-Technology,R5REF,ZF2060,Capacity Additions|Electricity|Storage Capacity,GWh/yr,0,0,0,2.23930487503302,0.00243699971584661,1.67409474225865,0.136469502293696,0.419549558266061,0.0602940195740518,0.0701745658612663,0,0.244286320065743,0,0.454624419723876,0.252150915875633,0.55222056356084,0.309167049532803
AIM-Technology,R5REF,ZF2060,Capacity Additions|Electricity|Wind,GW/yr,0.2246,5.12253821879136,26.5259385043134,86.5043542564431,25.0823562611112,34.361160518393,52.6610110004245,132.552533205459,70.7729945615733,44.8563028724194,5.49921643079991,133.535709740294,88.0212991455087,68.7326188356739,27.3871986924317,153.470516092341,116.033407058024
AIM-Technology,R5REF,ZF2060,Capacity Additions|Hydrogen|Electricity,GW,0,0,0,18.6342555324464,4.29582485581179,9.97474155153843,32.9357352060151,21.6902969665233,26.7063643144111,34.3268770054093,11.2187948099175,26.2554731787591,43.6067059374507,16.1964594127405,29.3621363353752,47.1634768451968,27.1077272604443
AIM-Technology,R5REF,ZF2070,Capacity Additions|Electricity|Solar|PV,GW/yr,0.69356,1.4097,0,0,4.47470949515143,3.80071160560665,6.16499784873079,5.27751144518897,9.63294762456661,6.60347370216473,1.03570917233015,2.32800565947236,11.7977220240482,8.54028205053999,3.98523743448344,5.80673305483333,15.8133782997493
AIM-Technology,R5REF,ZF2070,Capacity Additions|Electricity|Storage Capacity,GWh/yr,0,0,0,1.75745127098691,0.226128853845101,1.5039456037239,0.54952172590458,1.37270376626162,0.124685798339333,0.0411484296156941,0.0448759413850824,0.104997136384308,0.128947650728798,0.209035858503165,0.386715580038837,0.419476499473741,0.451614378139026
AIM-Technology,R5REF,ZF2070,Capacity Additions|Electricity|Wind,GW/yr,0.2246,5.12253771585652,26.6626025399481,84.8351572046271,27.1383773402455,27.447003359486,49.0865675977927,109.018262775255,65.4591987263861,60.9809124816939,10.1078013545496,114.237906934318,75.2490171340569,92.4195065145981,37.2416636355216,130.846875476259,95.0633633755053
AIM-Technology,R5REF,ZF2070,Capacity Additions|Hydrogen|Electricity,GW,0,0,0,12.4705191583577,2.8201277628453,7.13333298807037,24.1148315443524,15.8882235202504,17.1910927623292,38.6452073011349,10.9539341145526,16.4492944666505,51.7047531484502,15.0053157199918,19.7357918337306,55.3859395155497,24.0403495967875
AIM-Technology,R5REF,ZF2080,Capacity Additions|Electricity|Solar|PV,GW/yr,0.69356,1.4097,0,0,2.94933505554925,3.92312601182041,3.60653041583704,5.37609642234822,7.35986860133111,7.14730886210372,0,2.94227125520662,10.7222546210363,8.78292178924363,3.20306233823666,7.61776563854166,13.2593559811969
AIM-Technology,R5REF,ZF2080,Capacity Additions|Electricity|Storage Capacity,GWh/yr,0,0,0,1.70576191702557,0.187086002591708,1.38620730642114,0.79364337989149,1.5098736487013,0.18486703902897,0.503245008577267,0.257841533575755,0.168170561594908,0.107652835108323,0.267638277660986,0.355367372316727,0.470006520927549,0.412765118414738
AIM-Technology,R5REF,ZF2080,Capacity Additions|Electricity|Wind,GW/yr,0.2246,5.12253874421884,26.6824025243132,83.8240820453812,27.2308378292003,26.2137131391507,46.3184858320634,98.3229304003015,61.587370191814,50.5782652165718,13.2696496934185,113.119554925891,75.7750287753712,84.2693776473022,40.3735879730251,129.367298516547,104.910667343232
AIM-Technology,R5REF,ZF2080,Capacity Additions|Hydrogen|Electricity,GW,0,0,0,11.5001248539745,2.63493639517104,6.0013483185056,18.606534870966,12.7129175601771,14.377942210268,31.8968983732158,10.585105656078,17.673001643796,46.9325329840343,15.8278758089143,22.5679364947709,50.6236501753735,24.9696726084044
AIM-Technology,R5REF,ZF2090,Capacity Additions|Electricity|Solar|PV,GW/yr,0.69356,1.4097,0,0,2.52419932533441,3.44188371929797,4.51598896914437,3.34758350456004,8.13150071625094,6.78431877753994,0,0.295786867277965,9.6195337669728,9.97013551747744,6.14052710181365,4.76897478210819,12.9337481020313
AIM-Technology,R5REF,ZF2090,Capacity Additions|Electricity|Storage Capacity,GWh/yr,0,0,0,1.70404198957085,0.208345102826438,1.3825209255572,0.685801592182337,1.75163959707219,0.300137402734336,0.337706563722071,0.31943058051482,0.241724508357229,0.745913202812902,0.21448867342923,0.443104371870993,0.403123445729635,0.497069939035656
AIM-Technology,R5REF,ZF2090,Capacity Additions|Electricity|Wind,GW/yr,0.2246,5.12253821879136,26.5259385043134,84.0115721389464,26.1889789331182,26.2596417710849,45.3687607503589,92.6297633484022,58.331589187214,47.9849447679623,16.7406177733387,103.64379385502,68.8647071454645,99.4008787871682,63.530641893215,122.650317568928,83.18683461257
AIM-Technology,R5REF,ZF2090,Capacity Additions|Hydrogen|Electricity,GW,0,0,0,11.2102117691905,2.32330958550274,7.76358458875892,18.4875072286543,9.96157897936502,13.6413658276911,32.5293865849667,8.33196525374995,14.2190427442394,46.7716316857373,17.6188911577885,24.9642234746621,50.2570083136664,26.2685228487266
AIM-Technology,R5REF,ZF2100,Capacity Additions|Electricity|Solar|PV,GW/yr,0.69356,1.4097,0,0,1.75468399953506,3.73849506332286,5.54488619694885,1.97881153293816,5.66097627931271,4.94321869788901,0,0.528048334825674,6.192401961452,8.20346473144046,9.25686459225863,4.98550981579021,10.0565151543411
AIM-Technology,R5REF,ZF2100,Capacity Additions|Electricity|Storage Capacity,GWh/yr,0,0,0,1.75987078804679,0.0722800583615042,1.49197267145025,0.59555390982156,1.73426992031081,0.241016315905482,1.06137230565146,0.249907324647906,0.657203896886451,0.362570599909825,0.225504778118468,0.334094215930539,0.467477449413398,0.418397156758119
AIM-Technology,R5REF,ZF2100,Capacity Additions|Electricity|Wind,GW/yr,0.2246,5.12254268491189,26.6620976927995,83.4781309803168,25.4185114749965,25.5588851134838,47.1915896868621,88.7239888466068,52.1007676730533,39.152449153475,24.8832204051721,105.906788987517,66.0175316526032,76.7544422459313,71.7995886773179,136.041638758968,88.9983397144794
AIM-Technology,R5REF,ZF2100,Capacity Additions|Hydrogen|Electricity,GW,0,0,0,10.8840079136208,2.29878564611342,6.68553752646705,18.7541282561421,7.87067903211569,12.366757778695,31.6039274529714,7.23380773341257,15.2885088093578,45.5321095578097,13.0292534738548,24.7012111402428,52.704215082904,26.4216834307663
MESSAGEix-GLOBIOM,R5ASIA,Opt1.5C,Capacity Additions|Electricity|Solar|PV,GW/yr,58.92326941986235,143.67250667105097,38.85979392571146,66.66948031182952,176.8116459667164,120.36257125815402,190.1132549579131,329.12086617940105,163.5295190666524,NA,165.51272821591704,NA,281.5144064926442,NA,305.89721080503665,NA,268.35598354888094
MESSAGEix-GLOBIOM,R5ASIA,Opt1.5C,Capacity Additions|Electricity|Storage Capacity,GW/yr,0,0,0,17.37006633227917,51.922848034214084,49.51338798928806,60.980995821921766,67.4271961735419,42.76815509149736,NA,53.686372978010326,NA,111.2331162186263,NA,86.5846235970049,NA,93.3073109226629
MESSAGEix-GLOBIOM,R5ASIA,Opt1.5C,Capacity Additions|Electricity|Wind,GW/yr,30.65992757142857,70.36477920895618,26.661851470122944,32.01650201259068,82.93401394355757,94.6986017586726,110.51825922682806,156.54281727259428,79.20113886344865,NA,73.74706639823192,NA,132.50112019852057,NA,143.44807198355988,NA,157.208112155016
MESSAGEix-GLOBIOM,R5ASIA,Opt1.5C,Capacity Additions|Hydrogen|Electricity,GW/yr,0,0,0,0,0,0,0,0,2.762815624999999,NA,5.394640897056834,NA,0,NA,1.2437900388116816,NA,14.353289383896481
MESSAGEix-GLOBIOM,R5ASIA,ZF2050,Capacity Additions|Electricity|Solar|PV,GW/yr,58.92326941986235,131.87340276659341,87.78366991737484,251.39037741938245,466.59234998613965,330.5921148332878,120.43734710366178,172.69343049495626,128.47072896379171,NA,260.73486412715783,NA,352.94595661156563,NA,175.22058848209463,NA,398.2472116044662
MESSAGEix-GLOBIOM,R5ASIA,ZF2050,Capacity Additions|Electricity|Storage Capacity,GW/yr,0,0.3156575544765499,1.8214231185705168,87.56356466418858,237.04416633713015,118.38832008977528,4.163927237710902,11.696819598919152,21.227589645765704,NA,73.51277509914098,NA,137.24267806340188,NA,37.439242756362,NA,118.54647990405559
MESSAGEix-GLOBIOM,R5ASIA,ZF2050,Capacity Additions|Electricity|Wind,GW/yr,30.65992757142857,63.80633133262364,34.408489376185514,158.7612960691186,324.49530267614074,350.28086501294644,27.345772407487164,25.35692010013208,62.7069732955153,NA,130.29430444438952,NA,244.65805773436293,NA,55.945341712346064,NA,171.449448994283
MESSAGEix-GLOBIOM,R5ASIA,ZF2050,Capacity Additions|Hydrogen|Electricity,GW/yr,0,0,3.016057764647181,10.363956070149015,21.2430350800847,35.400540879252816,17.884157559679128,7.500032055137874,10.980929852522198,NA,18.376808218558324,NA,27.620127947537704,NA,6.573356014183802,NA,11.173878418244875
MESSAGEix-GLOBIOM,R5ASIA,ZF2060,Capacity Additions|Electricity|Solar|PV,GW/yr,58.92326941986235,150.93907058478317,17.233391200156614,118.39133948297405,292.3020960648277,521.4598550301432,288.55643478169407,181.31897020210647,78.36172254771483,NA,158.19902087114968,NA,438.01667912511516,NA,211.5922305702209,NA,300.6526762319968
MESSAGEix-GLOBIOM,R5ASIA,ZF2060,Capacity Additions|Electricity|Storage Capacity,GW/yr,0,0,0,29.603190933849703,100.80396802686467,249.3359739693234,67.0896401858046,3.546211155172431,23.096288161338567,NA,32.354171186424,NA,169.5218411265935,NA,45.48847013947851,NA,89.40677070530971
MESSAGEix-GLOBIOM,R5ASIA,ZF2060,Capacity Additions|Electricity|Wind,GW/yr,30.65992757142857,68.6332535766726,3.075756069664095,58.692115853927206,199.02231047412127,378.4314079581944,194.37344861205605,23.324624329602393,44.97930537952918,NA,75.19325191465677,NA,262.0982161504884,NA,79.63180423888234,NA,131.441818477127
MESSAGEix-GLOBIOM,R5ASIA,ZF2060,Capacity Additions|Hydrogen|Electricity,GW/yr,0,0,0.2817937853177263,5.171862310439739,14.113475073787068,26.301214894477763,26.775479971341795,13.858614360016993,4.695119160868082,NA,12.229029665196048,NA,27.413823114648476,NA,7.800705026053038,NA,8.01304649729401
MESSAGEix-GLOBIOM,R5ASIA,ZF2070,Capacity Additions|Electricity|Solar|PV,GW/yr,58.92326941986235,162.9147243227461,4.12194965230137,79.80490890349867,241.2600117958998,453.73892356373307,535.1837631650696,134.02773527616802,56.41026446816836,NA,139.29019198797002,NA,447.0137193944553,NA,232.61751984235505,NA,268.70338677646316
MESSAGEix-GLOBIOM,R5ASIA,ZF2070,Capacity Additions|Electricity|Storage Capacity,GW/yr,0,2.341693467132636,0,19.3846441103008,90.0136307527803,213.6971202891934,159.5279104141179,0,18.7198987068749,NA,33.16797767715448,NA,158.1324940438725,NA,59.19713952280377,NA,81.92427652031608
MESSAGEix-GLOBIOM,R5ASIA,ZF2070,Capacity Additions|Electricity|Wind,GW/yr,30.65992757142857,72.02596545685606,0,36.125003809823106,159.66668274147895,326.1299383442447,406.36576722679206,10.94599190479739,35.495640361736086,NA,54.88883501413734,NA,255.12979183169796,NA,107.58727005163392,NA,98.75085709496906
MESSAGEix-GLOBIOM,R5ASIA,ZF2070,Capacity Additions|Hydrogen|Electricity,GW/yr,0,0,0,3.0547731349335225,10.483631425325713,21.668512371188797,35.943569701151425,9.562761194119162,4.098565242546823,NA,9.483584056966933,NA,24.760463110502414,NA,13.294569459746459,NA,6.064755854743977
MESSAGEix-GLOBIOM,R5ASIA,ZF2080,Capacity Additions|Electricity|Solar|PV,GW/yr,58.92326941986235,165.64694936102788,0,33.708005519527404,173.50111872921696,365.7907837597874,619.7787842910747,189.69344834636843,54.385478241382245,NA,111.76999358123564,NA,427.2911319776632,NA,279.3049423167777,NA,237.60946802576493
MESSAGEix-GLOBIOM,R5ASIA,ZF2080,Capacity Additions|Electricity|Storage Capacity,GW/yr,0,2.2961183714851363,0,11.36900618958465,61.194189851238136,145.65971969629194,232.98737597969625,3.325610047945657,20.267507673796388,NA,31.33788695777722,NA,140.221137425814,NA,76.73522009578897,NA,79.24936215475246
MESSAGEix-GLOBIOM,R5ASIA,ZF2080,Capacity Additions|Electricity|Wind,GW/yr,30.65992757142857,69.03384390290725,3.571420409272261,16.49476455777793,109.1971996141807,261.51539767418956,461.0427320401708,12.024274574323002,37.69943526469658,NA,43.37862997016287,NA,250.2690497971991,NA,120.48012803775671,NA,89.72324173126485
MESSAGEix-GLOBIOM,R5ASIA,ZF2080,Capacity Additions|Hydrogen|Electricity,GW/yr,0,0,0,1.9770100373148987,9.25864128858777,20.10508004542581,33.948189849563626,14.784517192380038,4.872531199620585,NA,8.341589189334824,NA,23.662740068197802,NA,13.595716722688554,NA,6.557501455345757
MESSAGEix-GLOBIOM,R5ASIA,ZF2090,Capacity Additions|Electricity|Solar|PV,GW/yr,58.92326941986235,167.23946249944905,12.030360260559657,24.94955828180774,134.55545387937923,314.3215435890339,551.5576572682617,267.00948778948896,70.68014558141552,NA,102.9667483721748,NA,377.7768973461368,NA,328.07534554668973,NA,231.53794791589775
MESSAGEix-GLOBIOM,R5ASIA,ZF2090,Capacity Additions|Electricity|Storage Capacity,GW/yr,0,2.022571389913535,0,6.215171239995008,37.45505179013152,121.62118476994425,235.6202948904529,8.529138073123335,20.999691967957236,NA,23.461269688701833,NA,127.20310590410271,NA,88.33324122255912,NA,71.0642752626928
MESSAGEix-GLOBIOM,R5ASIA,ZF2090,Capacity Additions|Electricity|Wind,GW/yr,30.65992757142857,69.64924577022593,4.602220947207044,17.079871876595448,90.10076424366753,234.7772438572369,426.1418333511226,27.86925241184774,35.67650247962388,NA,42.30849848107154,NA,237.78244885290405,NA,124.61623480704213,NA,85.63568037124219
MESSAGEix-GLOBIOM,R5ASIA,ZF2090,Capacity Additions|Hydrogen|Electricity,GW/yr,0,0,0,0.9108269554303071,7.160364920887909,17.427088604301005,30.53031874872324,14.754591015829208,8.602457374671824,NA,13.289126436484299,NA,26.845670175281054,NA,10.384784968365926,NA,8.73923356822569
MESSAGEix-GLOBIOM,R5ASIA,ZF2100,Capacity Additions|Electricity|Solar|PV,GW/yr,58.92326941986235,163.69086955741298,11.406455289248294,26.379345104941212,130.1514873114205,274.3977140702681,499.02804631265246,237.50297648774756,100.59872942370876,NA,128.2261250056194,NA,359.36101488889557,NA,312.0034674947585,NA,277.56312951681707
MESSAGEix-GLOBIOM,R5ASIA,ZF2100,Capacity Additions|Electricity|Storage Capacity,GW/yr,0,1.437617768142369,0,4.684132941899327,33.1371938714392,114.03252149282915,210.35638970941946,7.786582935797785,19.596819884491325,NA,25.047609937070664,NA,132.87992534916071,NA,81.00900474831244,NA,71.2175675244234
MESSAGEix-GLOBIOM,R5ASIA,ZF2100,Capacity Additions|Electricity|Wind,GW/yr,30.65992757142857,69.37810007251218,13.68636197369209,18.91973172114851,83.52781584316972,180.53833082516815,355.8452576948145,94.68035296733706,45.82852940738629,NA,46.484969658012474,NA,211.88711948988478,NA,138.698745690206,NA,91.2544580881853
MESSAGEix-GLOBIOM,R5ASIA,ZF2100,Capacity Additions|Hydrogen|Electricity,GW/yr,0,0,0,0,2.987260275916761,9.957097903508501,20.55315019237702,24.70716082064949,13.409293373784518,NA,14.586379804015536,NA,19.813755161397957,NA,14.756738954499895,NA,8.033364404741983
