Model,Region,Scenario,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
AIM-Technology,World,Opt1.5C,Capacity|Electricity|Hydro,GW,981.988000516718,1136.74071263891,1399.88312936576,1467.00570688411,1490.48043342169,1566.90194782486,1585.43841226764,1735.48145894279,1716.84817016741,1776.54282287764,1829.54402731358,1841.13092801623,1925.7377188911,1923.77970265568,1923.77970265568,1923.77970265568,1923.77970265568
AIM-Technology,World,Opt1.5C,Capacity|Electricity|Nuclear,GW,419.675438108828,419.523624427149,515.940230028459,521.580557044785,538.629127078154,558.045741532838,569.310947925146,602.424308682947,628.187654180469,655.332963818507,686.054273456545,716.775583109037,746.278892749815,766.766326188569,761.036854965063,829.549553759057,858.414145607114
AIM-Technology,World,Opt1.5C,Capacity|Electricity|Oil,GW,357.35167284,346.63688384,320.18445984,245.02480384,182.81043284,129.96810784,99.32141984,67.906617,27.520455,0,0,0,0,0,0,0,0
AIM-Technology,World,Opt1.5C,Capacity|Electricity|Oil|w/o CCS,GW,357.35167284,346.63688384,320.18445984,245.02480384,182.81043284,129.96810784,99.32141984,67.906617,27.520455,0,0,0,0,0,0,0,0
AIM-Technology,World,Opt1.5C,Capacity|Electricity|Peak Demand,GW,4377.76149323555,4858.66661494506,5489.78675476286,7132.51757377565,8660.97086134765,10124.8446542278,10890.2589643563,11753.0196660315,12453.029798301,13537.1526323951,14723.5863221322,16275.5329794847,17368.4742829334,18296.6809645978,19218.5272913253,19755.4341193,20548.5552994225
AIM-Technology,World,Opt1.5C,Capacity|Electricity|Solar,GW,402.696959,1909.42451570263,3625.14723698458,8312.35960917324,10418.6534096836,13195.5646872914,16098.0665925677,18475.5737937486,21112.3515416657,24039.0523701646,27665.8282862714,31483.4539347994,33965.3826011128,36199.3960858153,38000.9781642789,38978.0932751385,40265.07914692
AIM-Technology,World,Opt1.5C,Capacity|Electricity|Solar|PV,GW,402.696959,1909.42451570263,3625.14723698458,8312.35960917324,10418.6534096836,13195.5646872914,16098.0665925677,18475.5737937486,21112.3515416657,24039.0523701646,27665.8282862714,31483.4539347994,33965.3826011128,36199.3960858153,38000.9781642789,38978.0932751385,40265.07914692
AIM-Technology,World,Opt1.5C,Capacity|Electricity|Storage,GW,255.05665664086,251.334934399884,519.816167155323,1832.15162370641,2341.57029384383,3007.97768075182,3523.01699512116,3741.7452951834,4015.87069639704,4605.10796291936,5325.85036247345,5881.1558725149,6239.5365660733,6719.99760280494,7002.57694750446,7304.83560527508,7717.07897366937
AIM-Technology,World,Opt1.5C,Capacity|Electricity|Storage Capacity,GWh,0,0,163.424847142282,1077.69694611498,1257.96808092517,1573.88525205113,1996.53597997259,2094.23504569722,2208.11386109525,2566.76706033762,2938.78491350449,3257.28601509147,3422.60610819547,3635.44275117107,3678.32049695112,3497.07685525224,3559.99193802913
AIM-Technology,World,Opt1.5C,Capacity|Electricity|Wind,GW,629.797646110837,1951.39162279518,4789.0696987099,7952.46995642962,9378.99573959118,10097.3511198543,10317.645887673,11045.5175711066,12245.2943863756,12750.4029911427,14023.6019048633,16345.3822396807,18151.1063500197,19318.4382669548,20636.4638777683,22031.1399368179,23162.313329244
AIM-Technology,World,Opt1.5C,Capacity|Electricity|Wind|Offshore,GW,0,0,88.0176305401611,123.337285567869,148.973573120724,237.170978769894,608.148560934918,715.841684634295,760.010405933151,752.350656457474,565.078186841725,573.564756616938,636.984632879323,704.490615796863,712.868363112995,676.98814573525,655.050704596372
AIM-Technology,World,Opt1.5C,Capacity|Electricity|Wind|Onshore,GW,629.797646110837,1951.39162279518,4701.05206816974,7829.13267086175,9230.02216647046,9860.18014108443,9709.49732673806,10329.6758864724,11485.2839804425,11998.0523346852,13458.5237180216,15771.8174830638,17514.1217171404,18613.9476511579,19923.5955146553,21354.1517910827,22507.2626246476
AIM-Technology,World,Opt1.5C,Capacity|Hydrogen|Electricity,GW,0,0,363.902443823188,1540.65467309533,1673.7449847033,1810.49655161803,2536.28382890876,3878.79870701021,5076.11448933763,6005.11933961525,7298.34056306008,8720.71530844909,9747.44120797149,10340.0960609979,10903.393899074,11610.8738534835,11990.8735170961
AIM-Technology,World,Opt1.5C,Carbon Sequestration|CCS,Mt CO2/yr,0,0,0.408277951574886,853.305276394353,2410.87593849361,1955.80646761989,2813.31708443757,4354.30367003874,5633.20293531984,8312.71492622037,10299.1434339554,12742.9573680625,13796.9685333515,13723.9254813078,13783.352443401,13317.2738139198,13323.731125378
AIM-Technology,World,Opt1.5C,Carbon Sequestration|CCS|Biomass,Mt CO2/yr,0,0,0,700.929879337738,699.077317449962,697.224755562867,695.372193675772,2199.79090351983,3476.51606465481,5945.29740785931,7983.8291940491,8278.07559547795,8503.0065085130609,8504.07946583794,8602.2645915618,8529.754863815,8649.81048887929
AIM-Technology,World,Opt1.5C,Carbon Sequestration|CCS|Biomass|Energy,Mt CO2/yr,0,0,0,700.929879337738,699.077317449962,697.224755562867,695.372193675772,2199.79090351983,3476.51606465481,5945.29740785931,7983.8291940491,8278.07559547795,8503.0065085130609,8504.07946583794,8602.2645915618,8529.754863815,8649.81048887929
AIM-Technology,World,Opt1.5C,Carbon Sequestration|CCS|Biomass|Energy|Supply,Mt CO2/yr,0,0,0,700.929879337738,699.077317449962,697.224755562867,695.372193675772,2199.79090351983,3476.51606465481,5945.29740785931,7983.8291940491,8278.07559547795,8503.0065085130609,8504.07946583794,8602.2645915618,8529.754863815,8649.81048887929
AIM-Technology,World,Opt1.5C,Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity,Mt CO2/yr,0,0,0,0,0,0,0,1444.25116036476,2060.10575297739,4314.22099640554,5660.11221519573,5677.59297180467,5802.62843103489,5868.55226170581,5936.63624893911,5598.05140305989,5560.25701474448
AIM-Technology,World,Opt1.5C,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,0,0,0,0,0,0,0,0,0,2.6738543070819,280.198258002541,433.173037024311,582.755233784185,443.281657452934,352.64656948101,577.042436240403,670.474059632114
AIM-Technology,World,Opt1.5C,Carbon Sequestration|CCS|Biomass|Energy|Supply|Liquids,Mt CO2/yr,0,0,0,700.929879337738,699.077317449962,697.224755562867,695.372193675772,755.539743155069,1416.41031167742,1628.40255714669,2043.51872085083,2167.30958664896,2117.62284369399,2192.2455466792,2312.98177314167,2354.66102451471,2419.07941450269
AIM-Technology,World,Opt1.5C,Carbon Sequestration|CCS|Fossil,Mt CO2/yr,0,0,0.408277951574886,152.375397056614,296.48463428005,514.463361017885,587.856127909608,584.305841264684,582.378709558785,786.345810049679,759.019358473637,574.141365710756,507.665693950195,488.173313377824,469.778401918249,173.669760429379,104.465906696659
AIM-Technology,World,Opt1.5C,Carbon Sequestration|CCS|Fossil|Energy,Mt CO2/yr,0,0,0.408277951574886,152.375397056614,296.48463428005,514.463361017885,587.856127909608,584.305841264684,582.378709558785,786.345810049679,759.019358473637,574.141365710756,507.665693950195,488.173313377824,469.778401918249,173.669760429379,104.465906696659
AIM-Technology,World,Opt1.5C,Carbon Sequestration|CCS|Fossil|Energy|Demand|Industry,Mt CO2/yr,0,0,0,149.977508241597,282.729358845559,492.384980003044,566.219303188196,574.905758625062,581.753049720016,785.745889682003,759.019358473637,574.141365710756,507.665693950195,488.173313377824,469.778401918249,173.669760429379,104.465906696659
AIM-Technology,World,Opt1.5C,Carbon Sequestration|CCS|Fossil|Energy|Supply,Mt CO2/yr,0,0,0.408277951574886,2.39788881501777,13.755275434491,22.0783810148407,21.6368247214115,9.40008263962167,0.625659838769432,0.599920367675938,0,0,0,0,0,0,0
AIM-Technology,World,Opt1.5C,Carbon Sequestration|CCS|Fossil|Energy|Supply|Electricity,Mt CO2/yr,0,0,0.408277951574886,2.39788881501777,2.24136402393142,1.96281578122447,1.52125948779532,0.798428816565045,0.625659838769432,0.599920367675938,0,0,0,0,0,0,0
AIM-Technology,World,Opt1.5C,Carbon Sequestration|CCS|Fossil|Energy|Supply|Hydrogen,Mt CO2/yr,0,0,0,0,11.5139114105596,20.1155652336162,20.1155652336162,8.60165382305663,0,0,0,0,0,0,0,0,0
AIM-Technology,World,Opt1.5C,Carbon Sequestration|CCS|Industrial Processes,Mt CO2/yr,0,0,0,0,1415.3139867636,744.118351039136,1530.09306518197,1574.91742676627,1608.70322490451,1638.27758386307,1661.05712284219,1681.8718989693,1697.32988206359,1706.3525964745,1712.40543008553,1715.34047179254,1715.3663977639
AIM-Technology,World,Opt1.5C,Carbon Sequestration|Direct Air Capture,Mt CO2/yr,0,0,0,0,0,0,0,0,0,0,0,2421.18845717586,3396.98463312671,3396.98463312671,3396.98463312671,3320.24795905079,3289.4837554509
AIM-Technology,World,Opt1.5C,Carbon Utilization|CCS|Industry,Mt CO2/yr,0,0,0,0,0,0,0.00430232977931155,4.71050151203452,34.3950637982673,57.2058755516834,104.762241409526,212.31994927133,308.01818430209,371.664527509162,398.08061329126,421.739241167889,435.395423412755
AIM-Technology,World,Opt1.5C,Emissions|CO2,Mt CO2/yr,35773.5647187595,31730.1031905591,24258.5928206825,16661.0139538929,13668.177233227,12862.3482439896,11466.0682262252,8634.03408124236,5810.12664971426,2612.50416033171,-686.513592051672,-4352.45052102586,-6049.96312555921,-6198.77810406736,-6381.28543987268,-6578.34267184068,-6758.62985848186
AIM-Technology,World,Opt1.5C,Emissions|CO2|Energy,Mt CO2/yr,33028.0403108426,28772.4923559594,21121.3621287701,13368.0742869983,11660.5920818633,10070.986382595,9367.45035124239,6508.1853164883,3661.64075987664,450.534038284788,-2855.50956001174,-4097.77363022382,-4810.33688743738,-4952.04483170674,-5126.48127195699,-5386.52023791509,-5575.83138166142
AIM-Technology,World,Opt1.5C,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,35773.5647187595,31730.1031905591,24258.5928206825,16661.0139538929,13668.177233227,12862.3482439896,11466.0682262252,8634.03408124236,5810.12664971426,2612.50416033171,-686.513592051672,-1931.58350474136,-2653.29993332386,-2807.46607023384,-2997.36911841726,-3274.2336136475,-3483.91148376293
AIM-Technology,World,Opt1.5C,Emissions|CO2|Energy|Demand,Mt CO2/yr,17309.7646480746,18194.5118109707,17269.0930979954,12213.8085778251,10404.9225002476,8771.60421394606,8204.89482524437,7197.01084200478,5891.28957216384,5269.43639209897,4107.70104633964,3168.03314387043,2670.69711226497,2518.96607578608,2439.95605521451,2122.06669923948,2041.82475040889
AIM-Technology,World,Opt1.5C,Emissions|CO2|Energy|Demand|AFOFI,Mt CO2/yr,480.732882813474,521.839054862447,557.613985954928,564.617682164887,565.960434820232,559.916927587864,550.808024733996,566.512059726373,558.172468815453,565.679470206282,540.943615980237,416.269757307023,322.14592436219,262.21294538543,239.927946741021,216.696668653813,205.039880350428
AIM-Technology,World,Opt1.5C,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,6872.56079122204,7112.53427548478,6354.68024696544,4160.62905248499,3993.58751626124,3490.94892249167,3228.1813335579,2980.1993726881,2906.9921573898,2820.04646866541,2262.44922717091,1939.5697444763,1781.53366650191,1719.64986822859,1666.8018659961,1351.33230414494,1274.03327538355
AIM-Technology,World,Opt1.5C,Emissions|CO2|Energy|Demand|Other Sector,Mt CO2/yr,202.3546439182,202.8618636106,202.7210575306,184.8849627255,189.0718836618,183.4725952344,177.791215099598,174.7588770984,164.426578527093,163.7207209146,118.86880943843,117.298326465789,113.233552908862,109.218733734843,106.7395029534,107.005554108119,105.121881947306
AIM-Technology,World,Opt1.5C,Emissions|CO2|Energy|Demand|Residential and Commercial,Mt CO2/yr,2680.74484020672,2922.97377006748,2725.94513692991,1913.05821850917,1270.47254366053,687.085709027048,324.039382286336,142.106216078386,68.5109069439808,74.4612329527007,50.0132469185454,47.6194631509935,61.0104445893706,63.4383856901258,55.150886678127,57.1453310752163,58.3369058203686
AIM-Technology,World,Opt1.5C,Emissions|CO2|Energy|Demand|Residential and Commercial|Commercial,Mt CO2/yr,703.391249055381,735.775939093683,727.24610526318,537.23155828227,363.743300666531,200.928939246554,64.9449271288319,45.4369650874393,31.0889674215741,32.0770260181979,6.52107442562775,1.46539090339453,1.53698600493578,1.60232575036729,1.66213684652495,1.71727076276312,1.76843130795704
AIM-Technology,World,Opt1.5C,Emissions|CO2|Energy|Demand|Residential and Commercial|Residential,Mt CO2/yr,1977.35359115134,2187.19783097379,1998.69903166673,1375.8266602269,906.729242993997,486.156769780495,259.094455157504,96.669250990947,37.4219395224067,42.3842069345028,43.4921724929177,46.154072247599,59.4734585844348,61.8360599397585,53.488749831602,55.4280603124532,56.5684745124116
AIM-Technology,World,Opt1.5C,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,7073.37148991417,7434.30284694541,7428.13267061449,5390.61866194056,4385.83012184379,3850.18005960508,3924.07486956654,3333.43431641353,2193.18746048751,1645.52849935998,1135.42614683152,647.275852470323,392.77352390264,364.446142747095,371.335852845867,389.88684125739,399.292806907238
AIM-Technology,World,Opt1.5C,Emissions|CO2|Energy|Demand|Transportation|Freight,Mt CO2/yr,3447.22241713528,3504.35397402704,3374.37878650917,2345.81961442101,1799.50180002966,1860.0218413507,1707.97583572244,1503.11363729486,1168.57414930481,937.075204657401,825.501126483174,523.567738346804,336.479286385308,320.100017408797,325.740466704101,343.408507138521,353.473646023851
AIM-Technology,World,Opt1.5C,Emissions|CO2|Energy|Demand|Transportation|Passenger,Mt CO2/yr,2511.66156922072,2749.82981498715,2919.96196137382,2346.62237010112,1865.50451821849,1229.25377515612,1386.48771088789,1068.56723126939,509.883809371504,307.401064403446,187.126390009311,123.708114123519,56.2942375173321,44.3461253382985,45.5953861417662,46.4783341188687,45.8191608833868
AIM-Technology,World,Opt1.5C,Emissions|CO2|Energy|Supply,Mt CO2/yr,15718.275662768,10577.9805449887,3852.26903077474,1154.2657091732,1255.66958161572,1299.38216864897,1162.55552599801,-688.825525516485,-2229.6488122872,-4818.90235381419,-6963.21060635138,-7265.80677409426,-7481.03399970236,-7471.01090749283,-7566.43732717151,-7508.58693715457,-7617.6561320703
AIM-Technology,World,Opt1.5C,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,12683.1031002466,8101.1867019888,2291.22116649708,709.239654453368,942.564176527975,1085.79213506371,975.584750267466,719.917525141794,555.614500192648,471.765434712218,372.386716644834,329.849552390326,301.037951722923,268.287251621499,256.168251275977,220.072919885802,201.392287106916
AIM-Technology,World,Opt1.5C,Emissions|CO2|Energy|Supply|Gases,Mt CO2/yr,368.002502424943,376.516401593766,378.419419480815,294.948646313665,279.061549470636,237.178432467676,206.08446824243,173.542577722719,166.181313255422,161.403801927708,183.06774151411,180.787856337819,167.585611620327,161.334103693454,157.917128707353,165.417912156499,182.253398040166
AIM-Technology,World,Opt1.5C,Emissions|CO2|Energy|Supply|Heat,Mt CO2/yr,1141.24793240686,881.101706798183,43.7385977727203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIM-Technology,World,Opt1.5C,Emissions|CO2|Energy|Supply|Liquids,Mt CO2/yr,1410.94201158138,1126.68398188194,1092.26837735611,822.238994900515,704.769900647718,645.192771350392,649.437342455852,587.796156505973,467.043622986793,409.538047527951,341.347266470556,275.097125337381,232.284394328984,224.500340379659,224.286896887603,224.374306664859,224.087784639357
AIM-Technology,World,Opt1.5C,Emissions|CO2|Energy|Supply|Other Sector,Mt CO2/yr,-4.67059989280696e-12,0,0,-2.44270950133796e-13,0.605995337397874,1.05871395966401,1.06301628944332,5.16322013430066,34.3950637982673,57.2058755516834,104.762241409526,212.31994927133,308.01818430209,371.664527509162,398.08061329126,421.739241167889,435.395423412755
AIM-Technology,World,Opt1.5C,Emissions|CO2|Energy|Supply|Solids,Mt CO2/yr,114.980116108165,92.4917527260406,46.6214696680158,28.7682928433878,27.7452770819575,27.3848713704013,25.7581424185929,24.5458984985539,23.6327521344788,26.4818943255643,19.0546216586913,14.5357789382009,13.3678077277522,12.9549344345305,12.4426858993969,5.70244764300708,3.79084434176234
AIM-Technology,World,Opt1.5C,Emissions|CO2|Industrial Processes,Mt CO2/yr,2745.52440791696,2957.61083459971,3137.23069191239,3292.93966689456,2007.58515136366,2791.36186139459,2098.61787498282,2125.84876475406,2148.48588983762,2161.97012204693,2168.99596796007,2166.19012548246,2157.03695411352,2144.5787614729,2129.11215353973,2112.28662426759,2091.91989789848
AIM-Technology,World,Opt1.5C,Emissions|CO2|Other,Mt CO2/yr,0,0,0,0,0,0,0,0,0,0,0,-2420.8670162845,-3396.66319223534,-3391.31203383352,-3383.91632145542,-3304.10905819317,-3274.71837471893
AIM-Technology,World,Opt1.5C,Emissions|Kyoto Gases,Mt CO2-equiv/yr,44324.6317799453,40272.7283433635,33005.9776348671,26349.0480310282,23480.2320223097,21870.3629665795,20303.552409143,17262.4845952859,15056.7568378086,12566.1450174445,9577.64331714577,6119.84751329523,4326.78528001468,3841.07625249369,3479.60492313147,3768.9041330727,3568.16215152553
AIM-Technology,World,Opt1.5C,Energy Service|Transportation|Freight|Railways,billion tkm/yr,9184.438542285,9871.34282999991,10487.8123653048,11085.6582727065,11643.2635206129,12173.0736854768,12675.04379285,13151.2322718966,13619.6255967127,14071.4661096514,14495.890856311,14885.7553722005,15235.8538396638,15550.245528789,15836.531247294,16097.8291401075,16326.5574333538
AIM-Technology,World,Opt1.5C,Energy Service|Transportation|Freight|Road,billion tkm/yr,14330.1828635952,16651.3545003474,18882.6882190142,21118.7347511938,23308.1238429215,25512.1688619087,27718.6390957816,29926.527273846,32161.3447283247,34406.8769650178,36585.8073599079,38686.3998038411,40690.6811780081,42609.8561387689,44465.6719437972,46264.9006337561,47995.2138637167
AIM-Technology,World,Opt1.5C,Energy Service|Transportation|Passenger,billion pkm/yr,28375.4981457937,32612.069656085,36570.8169064858,40518.0147970697,44370.9665247194,48243.7944235272,52125.1664121404,56021.2439505523,59990.4151831978,64011.2419810205,67952.2654691264,71788.8220655331,75487.0338825183,79066.5073576416,82565.0133664251,85993.921586803,89325.8586615877
AIM-Technology,World,Opt1.5C,Energy Service|Transportation|Passenger|Road,billion pkm/yr,28375.4981457937,32612.069656085,36570.8169064858,40518.0147970697,44370.9665247194,48243.7944235272,52125.1664121404,56021.2439505523,59990.4151831978,64011.2419810205,67952.2654691264,71788.8220655331,75487.0338825183,79066.5073576416,82565.0133664251,85993.921586803,89325.8586615877
AIM-Technology,World,Opt1.5C,Energy Service|Transportation|Passenger|Road|Bus,billion pkm/yr,9564.11387926768,10924.0697717952,12231.2481719577,13451.0562241267,14565.8723083325,15621.0872089821,16607.0567641253,17518.4575695104,18368.0571927099,19149.004714108,19839.6078863763,20439.8214708082,20941.0142266154,21351.3178548279,21687.468002461,21957.9502790163,22162.9612180045
AIM-Technology,World,Opt1.5C,Energy Service|Transportation|Passenger|Road|LDV,billion pkm/yr,18811.384266526,21687.9998842897,24339.5687345281,27066.958572943,29805.0942163869,32622.7072145451,35518.1096480152,38502.7863810419,41622.3579904879,44862.2372669126,48112.6575827501,51349.0005947248,54546.0196559029,57715.1895028137,60877.5453639641,64035.9713077866,67162.8974435832
